# Fix print output for fix statdump
2255 -1.96616524689431 -3.54810516937401 1.58193992247969 1.05669046354808 -0.158174932920523
2256 -1.96625794303293 -3.55004888591697 1.58379094288404 1.0579268920504 -0.162303886707889
2257 -1.96621572684435 -3.55044473158782 1.58422900474347 1.05821950479929 -0.164017094475673
2258 -1.96597801794649 -3.54941685395106 1.58343883600457 1.05769169476104 -0.163541570947265
2259 -1.96620280870492 -3.54833769535875 1.58213488665383 1.05682069402056 -0.162841046973479
2260 -1.96628814695339 -3.54751687750072 1.58122873054733 1.05621540774982 -0.162998824561057
2261 -1.96612867558986 -3.54749924443541 1.58137056884555 1.05631015166199 -0.165060845928955
2262 -1.96579456902362 -3.54838472078871 1.58259015176509 1.05712479804791 -0.169044254675098
2263 -1.96605671739252 -3.55034410804055 1.58428739064803 1.05825850490775 -0.174447370852188
2264 -1.96662658044019 -3.55217856049905 1.58555198005886 1.05910321433808 -0.179125044608766
2265 -1.96651832269843 -3.552161245469 1.58564292277057 1.05916396145927 -0.180587372447831
2266 -1.9668008885631 -3.55122573585105 1.58442484728795 1.05835032199795 -0.179576825063549
2267 -1.9665703083065 -3.54908449426959 1.58251418596309 1.05707405507254 -0.17634809031883
2268 -1.96692527270496 -3.54790330098787 1.58097802828291 1.05604794583281 -0.174060786262847
2269 -1.96720431617372 -3.54791605950206 1.58071174332834 1.05587007512604 -0.173802172107576
2270 -1.96708333612147 -3.54898806551247 1.581904729391 1.05666695557494 -0.175620508448824
2271 -1.96726631424581 -3.5512919856301 1.58402567138429 1.05808368395141 -0.17917402399693
2272 -1.96765856096991 -3.55390351637848 1.58624495540857 1.05956610198198 -0.182732100013076
2273 -1.96771625164783 -3.55555275358754 1.58783650193972 1.06062920938439 -0.184328487787003
2274 -1.96776696763849 -3.55608036076387 1.58831339312539 1.06094775900874 -0.183342260757477
2275 -1.96771540704293 -3.55507014093054 1.58735473388761 1.06030740215324 -0.179093115355295
2276 -1.96746433452791 -3.55221937713115 1.58475504260324 1.05857088299134 -0.171184173245291
2277 -1.96777063730622 -3.54826185526784 1.58049121796162 1.05572277051057 -0.160474545156736
2278 -1.96801667497811 -3.54286041720994 1.57484374223183 1.0519504188163 -0.147081305549815
2279 -1.96756686451428 -3.53605555534447 1.56848869083019 1.04770542688201 -0.131894441754147
2280 -1.96767970958413 -3.53014522342375 1.56246551383963 1.04368211752888 -0.118391643953836
2281 -1.96716967921873 -3.52512128190481 1.55795160268608 1.0406669544361 -0.107849051366652
2282 -1.96723479779132 -3.52313126144958 1.55589646365826 1.0392941805519 -0.103420143638301
2283 -1.96775661942459 -3.52446913116584 1.55671251174124 1.03983927724921 -0.105836958829648
2284 -1.96795513585704 -3.52815849454249 1.56020335868545 1.04217106281403 -0.113919459074267
2285 -1.96773862068159 -3.53350929804008 1.56577067735849 1.04588987189504 -0.126315926007879
2286 -1.96786138703052 -3.54060924676347 1.57274785973294 1.05055042946284 -0.142307071351876
2287 -1.9675787925369 -3.54823577634862 1.58065698381172 1.05583349734064 -0.159994684359512
2288 -1.96779589115403 -3.55709257359184 1.58929668243781 1.06160456804717 -0.179634961773543
2289 -1.96806381903455 -3.56663617633185 1.5985723572973 1.0678004526239 -0.200345543210466
2290 -1.96818838008951 -3.57627383478937 1.60808545469986 1.07415492864491 -0.220932283711853
2291 -1.96834206746106 -3.58516899058699 1.61682692312593 1.07999397865685 -0.239426522004582
2292 -1.96825679251631 -3.59166953773774 1.62341274522143 1.08439311879109 -0.25275556775193
2293 -1.96831126172772 -3.59503062530674 1.62671936357903 1.08660184494776 -0.259049281904859
2294 -1.96879106324246 -3.59513621499452 1.62634515175206 1.08635188218794 -0.257805274651855
2295 -1.9691445358225 -3.59183935659501 1.62269482077251 1.083913565865 -0.249298805041667
2296 -1.96891335825688 -3.58567123929534 1.61675788103846 1.07994786052406 -0.23508632831756
2297 -1.96907304779868 -3.57881759999153 1.60974455219285 1.075263158151 -0.218628857033129
2298 -1.96884750279076 -3.57157168024295 1.60272417745219 1.07057374932227 -0.201391399765415
2299 -1.96905268253025 -3.56546424523641 1.59641156270616 1.06635710385591 -0.185740910293111
2300 -1.96907523252054 -3.56028557613539 1.59121034361485 1.06288283878774 -0.171991625080988
2301 -1.96881099471941 -3.5561866536412 1.58737565892179 1.06032137947548 -0.160634318175978
2302 -1.969038889923 -3.55408695361032 1.58504806368732 1.05876661266524 -0.152782598145224
