# Fix print output for fix statdump
2000 -1.68677614726627 -4.70430321039894 3.01752706313267 2.01260077647312 5.5631872856109
2001 -1.68680076843406 -4.69827874851412 3.01147798008006 2.00856621804368 5.58749841462617
2002 -1.68672337188385 -4.69531472297717 3.00859135109331 2.0066409223898 5.60021169692751
2003 -1.68663565511989 -4.69601833116644 3.00938267604655 2.00716871259085 5.59942723944526
2004 -1.68674921405805 -4.70161688970506 3.01486767564702 2.0108270441398 5.58174244675082
2005 -1.68686390631906 -4.71219515468173 3.02533124836267 2.01780593583873 5.54677807601695
2006 -1.68742763872517 -4.72613690494475 3.03870926621958 2.02672867573905 5.50047015308134
2007 -1.68785746748964 -4.73868986377173 3.05083239628208 2.03481444281473 5.45695970824908
2008 -1.68797466868929 -4.74586832149259 3.05789365280331 2.03952409083451 5.42860469967083
2009 -1.68756797191833 -4.74658188357144 3.05901391165311 2.04027127015843 5.41882028954696
2010 -1.68725609213732 -4.7440322848864 3.05677619274909 2.03877877822397 5.41903220304156
2011 -1.68714105719597 -4.74235383530647 3.0552127781105 2.03773602717327 5.41696500968224
2012 -1.68719801610935 -4.74407067753851 3.05687266142916 2.03884311996353 5.40502015022637
2013 -1.68738461289788 -4.74871794364585 3.06133333074798 2.04181825368953 5.38472325296256
2014 -1.68760624767791 -4.75404005522216 3.06643380754425 2.04522011996804 5.36305694524535
2015 -1.68773767011835 -4.75827773120787 3.07054006108952 2.04795886891733 5.34529303918411
2016 -1.68758656451393 -4.7606236939085 3.07303712939457 2.04962433918636 5.33372191454324
2017 -1.68732053972949 -4.76131350078653 3.07399296105704 2.05026185046822 5.32804942655557
2018 -1.68698458781759 -4.76095300321759 3.0739684154 2.05024547924524 5.32657955837238
2019 -1.68714426750094 -4.76045688692883 3.07331261942789 2.04980808284246 5.32743329448474
2020 -1.68682182436843 -4.75840795244754 3.07158612807912 2.04865656447778 5.3335620442582
2021 -1.68704804713361 -4.75502061545951 3.0679725683259 2.04624642762963 5.34578804901085
2022 -1.6869267936468 -4.74954187535515 3.06261508170835 2.04267314344665 5.36499859650874
2023 -1.68673344820038 -4.74410521230967 3.05737176410929 2.03917600660234 5.38485286539846
2024 -1.68661137331371 -4.74159681378908 3.05498544047536 2.03758439973418 5.39662981320361
2025 -1.6866907841894 -4.74403422870598 3.05734344451658 2.03915711827654 5.39422200662681
2026 -1.68685451985716 -4.75003233425004 3.06317781439288 2.04304846940533 5.38152708099872
2027 -1.68740102701468 -4.75522084566796 3.06781981865327 2.04614454814245 5.37236676566772
