# Fix print output for fix statdump
2265 -3.43906668535445 -5.32640034756176 1.88733366220731 1.25879540251046 2.19747027372409
2266 -3.4390675942537 -5.32259970208348 1.88353210782978 1.25625987884093 2.21272947728013
2267 -3.43928173501844 -5.3202749298218 1.88099319480336 1.25456649938767 2.2239800393744
2268 -3.43942625114709 -5.31893244279718 1.87950619165009 1.25357471252436 2.23221768787091
2269 -3.4396296527333 -5.31846403381467 1.87883438108137 1.2531266348621 2.23788570815601
2270 -3.43980581768876 -5.31844162271541 1.87863580502665 1.25299419054145 2.24213225843078
2271 -3.43995885529829 -5.31837846607737 1.87841961077908 1.25284999541033 2.2464368968108
2272 -3.43989372385991 -5.31766953125187 1.87777580739196 1.25242059770496 2.25233500355455
2273 -3.44003219714084 -5.31661482825633 1.87658263111549 1.25162478462682 2.25947765324024
2274 -3.44002527920171 -5.31495641091739 1.87493113171568 1.250523283661 2.26806398778433
2275 -3.44009667816419 -5.31306229972663 1.87296562156244 1.24921234686481 2.27721003859937
2276 -3.43986173779222 -5.31063778235143 1.87077604455921 1.2477519641459 2.2871465350154
2277 -3.43988058411891 -5.30826276508698 1.86838218096807 1.24615532835059 2.29678258212801
2278 -3.43969014797526 -5.30552324459171 1.86583309661645 1.24445516492603 2.3065697840777
2279 -3.4397206969785 -5.30304549851756 1.86332480153906 1.24278220673385 2.31508656115936
2280 -3.43961393867916 -5.30084883326193 1.86123489458276 1.24138830097096 2.32162954243651
2281 -3.43958779756433 -5.29969896598516 1.86011116842083 1.24063880905299 2.32410532334853
2282 -3.43919663744552 -5.29987767999267 1.86068104254715 1.24101889814089 2.32100630650875
2283 -3.43917967508725 -5.3028815158282 1.86370184074094 1.24303368066419 2.30891805967998
2284 -3.43910875468589 -5.30854979567221 1.86944104098632 1.24686155648055 2.2878647645322
2285 -3.43890639473062 -5.31607389651978 1.87716750178916 1.25201487596563 2.2604700867685
2286 -3.43907940665093 -5.32444887834037 1.88536947168944 1.25748534587179 2.23086617696464
2287 -3.43928490188945 -5.33183863451195 1.8925537326225 1.26227703417475 2.20444687167651
2288 -3.43927351638269 -5.33709871018285 1.89782519380016 1.26579294194868 2.18458413405831
2289 -3.43907922033929 -5.34009430145782 1.90101508111853 1.2679205018875 2.17195985130693
2290 -3.43927360281863 -5.34185759506963 1.902583992251 1.26896691893608 2.16443551060124
2291 -3.43920341893828 -5.34247202851698 1.9032686095787 1.26942353832556 2.16089762740369
2292 -3.43929021815616 -5.34266445474084 1.90337423658468 1.26949398839603 2.15976228252974
2293 -3.4393426006865 -5.34170084851909 1.90235824783258 1.26881635412513 2.162975163976
2294 -3.43930218009034 -5.33866650377171 1.89936432368137 1.2668194957887 2.17315410884473
2295 -3.43934996078594 -5.33336582706515 1.89401586627921 1.26325223382375 2.19097419746009
2296 -3.43927492046105 -5.32590636629579 1.88663144583474 1.25832704508164 2.21554327314733
2297 -3.43934519475593 -5.31737882208445 1.87803362732851 1.25259255593222 2.24364209742169
2298 -3.43949569959657 -5.30886571949487 1.8693700198983 1.2468141875278 2.27160591768033
2299 -3.43929186926153 -5.30131101189642 1.86201914263489 1.24191137108951 2.29570466247473
2300 -3.43931481491315 -5.29664201254644 1.85732719763329 1.2387819833638 2.31077761707636
2301 -3.43940808398724 -5.2954912979356 1.85608321394836 1.23795228325578 2.31467069611115
2302 -3.43950679613799 -5.2975536470556 1.85804685091761 1.23926197069399 2.30835849066344
2303 -3.43927214207158 -5.30121395116118 1.86194180908959 1.24185979191556 2.29648552285491
2304 -3.43939923277497 -5.3054066400672 1.86600740729223 1.24457142496084 2.28355518184868
2305 -3.43913331154306 -5.30785291300025 1.8687196014572 1.24638037777822 2.27562750578547
2306 -3.43894061170068 -5.30824275121355 1.86930213951288 1.24676891333023 2.27444170221762
2307 -3.43888578697462 -5.30678689908739 1.86790111211278 1.24583446973642 2.27947231850296
2308 -3.4388387217783 -5.30420716396916 1.86536844219086 1.24414525424813 2.28825010820813
2309 -3.43894455384576 -5.30169109199588 1.86274653815012 1.24239652225738 2.29722334995339
